103,7,155,7,155,19,103,19
23,7,90,7,90,19,23,19
171,22,206,22,206,32,171,32
239,25,252,26,248,58,235,57
59,27,156,24,156,37,60,39
58,44,156,42,156,54,58,56
265,47,274,47,274,56,265,56
58,61,156,59,156,71,58,73
229,61,238,61,238,70,229,70
190,76,225,75,225,87,190,88
57,79,155,75,156,87,58,91
111,95,156,93,156,104,112,105
58,96,90,95,90,107,58,108
57,113,157,110,158,123,58,126
227,126,279,126,279,138,227,138
57,130,219,126,219,139,57,143
57,149,104,147,104,160,58,161
